time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-04T18:51:59.810Z,-12.8737,45.6486,10,4.8,mb,,46,6.295,0.74,us,us1000eijm,2018-06-04T19:48:36.534Z,"40km ESE of Pamandzi, Mayotte",earthquake,6.1,1.9,0.107,27,reviewed,us,us
2018-06-04T18:24:37.410Z,-7.055,123.2039,628.69,5.3,mww,,43,1.839,0.7,us,us1000eiiy,2018-06-05T17:40:41.040Z,"165km NNE of Palue, Indonesia",earthquake,9.7,5.2,0.071,19,reviewed,us,us
2018-06-04T16:18:22.120Z,-29.8485,-111.7593,10,4.6,mb,,97,3.45,0.67,us,us1000elaq,2018-06-11T17:29:09.040Z,"Easter Island region",earthquake,8.9,1.9,0.076,52,reviewed,us,us
2018-06-04T16:06:39.080Z,-5.2751,153.5403,35,4.7,mb,,88,1.744,1.04,us,us1000eihq,2018-06-11T16:51:45.040Z,"105km SSE of Taron, Papua New Guinea",earthquake,9.9,2,0.074,55,reviewed,us,us
2018-06-04T16:06:19.370Z,36.5547,142.1138,24.3,4.6,mb,,138,1.684,0.46,us,us1000elap,2018-06-11T15:33:07.040Z,"122km ESE of Iwaki, Japan",earthquake,5.1,6.7,0.273,4,reviewed,us,us
2018-06-04T15:56:53.450Z,-52.599,27.9419,10,4.8,mb,,66,19.346,0.36,us,us1000eihg,2018-06-11T14:45:28.040Z,"South of Africa",earthquake,12.1,1.9,0.111,25,reviewed,us,us
2018-06-04T15:06:45.590Z,13.3914,-92.2141,10,5.1,mww,,68,1.234,1.11,us,us1000eigv,2018-06-11T14:37:53.645Z,"105km SSW of Champerico, Guatemala",earthquake,7.1,1.6,0.048,42,reviewed,us,us
2018-06-04T14:31:55.580Z,-24.4938,-67.0598,163.94,4.5,mb,,36,1.845,0.98,us,us1000eigp,2018-06-11T14:04:13.040Z,"81km WSW of San Antonio de los Cobres, Argentina",earthquake,8.6,10.1,0.15,13,reviewed,us,us
2018-06-04T06:31:32.500Z,-5.1323,102.6904,35.2,4.9,mb,,68,0.811,1.19,us,us1000eid7,2018-06-04T07:43:03.624Z,"119km W of Kuripan, Indonesia",earthquake,6.4,7.2,0.067,71,reviewed,us,us
2018-06-04T01:50:48.690Z,19.4108333,-155.2823333,0.59,5.4,mw,35,26,0.006994,0.1,hv,hv70228857,2018-06-11T01:27:23.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.1,,14,reviewed,hv,hv
2018-06-04T01:33:22.170Z,-6.9779,156.1395,69.92,4.8,mb,,58,4.492,1.43,us,us1000eib5,2018-06-11T01:11:21.040Z,"59km SW of Chirovanga, Solomon Islands",earthquake,8.5,6.8,0.073,58,reviewed,us,us
2018-06-04T00:44:29.020Z,-55.5026,-26.6521,10,4.6,mb,,81,5.806,0.81,us,us1000ela7,2018-06-12T02:51:13.040Z,"137km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.7,1.9,0.114,23,reviewed,us,us
2018-06-04T00:37:39.340Z,-55.6185,-26.6398,10,4.6,mb,,131,5.831,0.36,us,us1000ela6,2018-06-11T23:48:25.040Z,"125km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.1,1.7,0.141,15,reviewed,us,us
2018-06-03T23:34:24.570Z,-8.984,-74.9774,42.75,4.9,mb,,105,2.57,0.77,us,us1000ei8p,2018-06-11T21:57:09.951Z,"59km SSW of Campoverde, Peru",earthquake,7.4,6.9,0.035,253,reviewed,us,us
2018-06-03T21:16:48.860Z,-8.6887,118.3078,130.7,4.6,mb,,77,3.885,1.1,us,us1000ei4w,2018-06-03T21:31:03.040Z,"15km S of Npongge, Indonesia",earthquake,7.8,9.6,0.114,23,reviewed,us,us
2018-06-03T14:18:57.240Z,-65.1996,178.8131,9.88,4.6,mb,,223,13.221,0.35,us,us1000ekhi,2018-06-10T13:44:21.040Z,"250km NNW of Scott Island Bank, Antarctica",earthquake,23.3,7.6,0.207,7,reviewed,us,us
2018-06-03T12:43:23.580Z,13.2665,145.1568,75.8,4.7,mb,,64,0.426,0.97,us,us1000ehvi,2018-06-04T07:56:05.688Z,"41km SE of Yigo Village, Guam",earthquake,10.1,6.3,0.042,170,reviewed,us,us
2018-06-03T10:53:06.180Z,8.655,126.446,52.46,4.5,mb,,72,1.794,1.12,us,us1000ehty,2018-06-03T11:33:56.040Z,"22km SE of Marihatag, Philippines",earthquake,9.1,8.2,0.061,78,reviewed,us,us
2018-06-03T09:21:34.830Z,-16.1136,-172.9245,10,4.6,mb,,82,2.455,0.92,us,us1000eht9,2018-06-03T10:26:18.040Z,"90km ESE of Hihifo, Tonga",earthquake,8.9,1.9,0.054,103,reviewed,us,us
2018-06-03T09:13:21.090Z,18.9417,-69.6064,83.27,4.7,mb,,80,1.236,0.83,us,us1000ehsg,2018-06-06T21:45:28.410Z,"15km E of Gonzalo, Dominican Republic",earthquake,6.3,9,0.032,296,reviewed,us,us
2018-06-03T08:10:09.950Z,-21.952,-68.6918,106.79,4.5,mwr,,33,0.533,1.4,us,us1000ehrh,2018-06-03T08:59:45.040Z,"62km NNE of Calama, Chile",earthquake,6.4,4.8,0.048,42,reviewed,us,us
2018-06-03T06:26:34.000Z,4.4636,126.7039,63.92,4.8,mb,,111,2.82,0.83,us,us1000ehqe,2018-06-03T06:54:01.040Z,"172km SE of Sarangani, Philippines",earthquake,7.5,7,0.048,134,reviewed,us,us
2018-06-03T06:13:43.040Z,-12.8896,45.5786,10,5,mb,,34,6.296,0.68,us,us1000ehqc,2018-06-08T07:16:49.224Z,"33km ESE of Pamandzi, Mayotte",earthquake,9.5,1.8,0.055,104,reviewed,us,us
2018-06-03T04:13:27.240Z,-7.3442,128.4511,162.91,4.6,mb,,34,2.893,0.7,us,us1000ehnz,2018-06-08T02:21:35.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8,8.1,0.067,67,reviewed,us,us
2018-06-03T03:25:48.600Z,-12.8405,45.6995,10,4.6,mb,,52,5.874,0.7,us,us1000ehng,2018-06-08T02:15:54.040Z,"45km E of Pamandzi, Mayotte",earthquake,9.7,1.9,0.088,38,reviewed,us,us
2018-06-03T03:00:16.680Z,0.9549,-26.5562,10,5.1,mb,,46,11.509,0.81,us,us1000ehna,2018-06-08T01:46:01.040Z,"Central Mid-Atlantic Ridge",earthquake,5.5,1.8,0.044,164,reviewed,us,us
2018-06-03T02:36:52.710Z,-12.8557,45.6973,10,4.5,mb,,81,6.301,1.48,us,us1000ekh3,2018-06-11T04:03:07.040Z,"45km E of Pamandzi, Mayotte",earthquake,10.3,2,0.204,7,reviewed,us,us
2018-06-03T02:19:24.570Z,29.9283,141.6178,10,4.5,mb,,135,2.866,1.23,us,us1000ekh5,2018-06-11T04:16:22.040Z,"Izu Islands, Japan region",earthquake,8.2,1.9,0.243,5,reviewed,us,us
2018-06-03T01:57:35.150Z,-12.9569,45.3973,10,4.6,mb,,119,5.841,0.57,us,us1000ekha,2018-06-11T04:21:04.040Z,"21km SE of Pamandzi, Mayotte",earthquake,11.9,1.9,0.314,3,reviewed,us,us
2018-06-03T00:48:09.090Z,-19.4045,-173.6821,10,5.6,mb,,36,12.829,1.06,us,us1000ehmb,2018-06-05T17:34:52.040Z,"82km ENE of Pangai, Tonga",earthquake,10.8,1.8,0.029,407,reviewed,us,us
2018-06-02T21:26:11.120Z,4.5094,126.7061,47.92,4.5,mb,,114,2.779,0.8,us,us1000ehke,2018-06-02T22:11:17.040Z,"169km SE of Sarangani, Philippines",earthquake,8.3,8.3,0.088,38,reviewed,us,us
2018-06-02T21:17:38.620Z,-4.8079,153.3318,53.04,4.8,mb,,100,1.315,1.01,us,us1000ehjs,2018-06-02T21:39:12.040Z,"50km SE of Taron, Papua New Guinea",earthquake,7.7,4.4,0.09,38,reviewed,us,us
2018-06-02T20:55:54.920Z,4.59,126.8413,51.19,4.6,mb,,111,2.765,0.89,us,us1000ehjg,2018-06-02T21:12:55.040Z,"177km ESE of Sarangani, Philippines",earthquake,8,7.7,0.066,68,reviewed,us,us
2018-06-02T19:58:15.860Z,-20.2571,-70.836,15.19,4.5,mwr,,146,0.661,1.18,us,us1000ehi8,2018-06-03T15:34:34.474Z,"72km W of Iquique, Chile",earthquake,4,4.1,0.04,61,reviewed,us,us
2018-06-02T19:33:58.190Z,27.5726,139.7505,492.03,4.9,mb,,52,2.216,0.74,us,us1000ehhv,2018-06-02T19:51:09.040Z,"250km WNW of Chichi-shima, Japan",earthquake,9.6,7,0.027,443,reviewed,us,us
2018-06-02T17:41:22.090Z,-14.9481,-177.4949,370.41,4.5,mb,,66,5.099,1.07,us,us1000ehfx,2018-06-05T14:56:05.040Z,"101km SE of Sigave, Wallis and Futuna",earthquake,10.6,8.8,0.082,44,reviewed,us,us
2018-06-02T17:39:24.090Z,-13.0156,45.3523,10,4.6,mb,,54,6.234,0.71,us,us1000ehg0,2018-06-05T14:32:39.040Z,"21km SE of Bandrele, Mayotte",earthquake,10.6,1.9,0.07,63,reviewed,us,us
2018-06-02T17:11:36.880Z,4.5381,126.667,63.18,4.7,mb,,92,2.738,0.72,us,us1000ehff,2018-06-05T14:13:08.040Z,"164km SE of Sarangani, Philippines",earthquake,7.8,5.5,0.05,120,reviewed,us,us
2018-06-02T16:29:01.780Z,4.5744,126.6861,40.93,5.7,mww,,75,3.837,0.97,us,us1000ehes,2018-06-02T18:36:42.724Z,"163km SE of Sarangani, Philippines",earthquake,9.4,8,0.071,19,reviewed,us,us
2018-06-02T13:03:18.660Z,-14.8912,-173.149,10,5.3,mww,,90,1.649,0.73,us,us1000ehdf,2018-06-02T16:19:59.040Z,"133km NNE of Hihifo, Tonga",earthquake,8.2,1.9,0.071,19,reviewed,us,us
2018-06-02T11:53:06.810Z,-14.7807,-173.1078,49.77,5.6,mb,,94,1.553,1.2,us,us1000ehd9,2018-06-02T16:13:06.040Z,"135km SW of Gataivai, Samoa",earthquake,8.7,8.2,0.126,22,reviewed,us,us
2018-06-02T11:23:24.430Z,-20.4844,-177.7184,530.53,4.7,mb,,92,4.838,0.77,us,us1000ehd2,2018-06-02T11:40:18.040Z,"103km E of Ndoi Island, Fiji",earthquake,9.5,7.9,0.05,119,reviewed,us,us
2018-06-02T10:25:34.260Z,43.8371,148.1978,10,4.6,mb,,136,4.055,0.49,us,us1000ehcf,2018-06-02T11:50:23.040Z,"118km E of Shikotan, Russia",earthquake,5.8,1.8,0.038,211,reviewed,us,us
2018-06-02T09:48:08.400Z,43.9465,148.0441,10,5.5,mww,,113,3.934,0.81,us,us1000ehc2,2018-06-06T20:31:15.040Z,"107km E of Shikotan, Russia",earthquake,8.1,1.8,0.069,20,reviewed,us,us
2018-06-02T09:12:46.580Z,18.6467,145.6662,207.37,4.6,mb,,76,3.389,0.56,us,us1000ehbx,2018-06-02T09:32:17.040Z,"13km S of Agrihan, Northern Mariana Islands",earthquake,8.7,6.7,0.033,275,reviewed,us,us
2018-06-02T08:45:39.910Z,39.4456,71.9753,5,4.5,mwr,,53,0.137,1.11,us,us1000ehbq,2018-06-02T09:05:39.040Z,"45km ENE of Karakenja, Tajikistan",earthquake,5.5,1.9,0.065,23,reviewed,us,us
2018-06-02T07:42:26.100Z,-12.8795,45.6051,10,4.7,mb,,88,6.3,1.13,us,us1000ehb6,2018-06-02T08:29:35.672Z,"36km ESE of Pamandzi, Mayotte",earthquake,11,1.9,0.13,18,reviewed,us,us
2018-06-02T06:17:19.940Z,-38.2316,-73.6881,24.96,5.3,mww,,124,0.604,0.86,us,us1000ehan,2018-06-03T00:45:43.040Z,"54km SSW of Canete, Chile",earthquake,6.3,1.9,0.068,21,reviewed,us,us
2018-06-02T05:46:07.960Z,27.2089,96.9685,42.65,5.2,mb,,35,3.82,0.83,us,us1000ehai,2018-06-02T16:34:42.040Z,"111km SE of Tezu, India",earthquake,7.5,5.5,0.032,325,reviewed,us,us
2018-06-02T04:48:00.410Z,-21.9206,170.7842,129.19,4.5,mb,,181,3.167,0.7,us,us1000ekdc,2018-06-08T01:21:26.040Z,"140km WNW of Ile Hunter, New Caledonia",earthquake,13.8,7.5,0.163,11,reviewed,us,us
2018-06-02T00:32:54.000Z,-15.9112,-172.3946,35,4.5,mb,,120,3.93,0.49,us,us1000ekcz,2018-06-11T03:57:13.040Z,"145km E of Hihifo, Tonga",earthquake,15.4,2,0.151,13,reviewed,us,us
2018-06-01T23:37:15.130Z,19.4005,-155.2813333,0.44,5.4,mw,13,78,0.008875,0.07,hv,hv70219637,2018-06-11T05:34:00.040Z,"5km SW of Volcano, Hawaii",volcanic eruption,0.21,0.35,,19,reviewed,hv,hv
2018-06-01T20:32:54.560Z,-9.1897,153.5589,13.76,4.8,mb,,33,5.155,0.61,us,us1000eh1a,2018-06-02T13:41:24.040Z,"93km E of Kulumadau, Papua New Guinea",earthquake,8.2,1.2,0.063,77,reviewed,us,us
2018-06-01T18:31:40.360Z,-6.6148,155.2445,85.74,4.5,mb,,98,3.899,0.52,us,us1000egxr,2018-06-02T14:51:57.040Z,"42km SW of Panguna, Papua New Guinea",earthquake,9,7.6,0.052,109,reviewed,us,us
2018-06-01T17:20:32.340Z,-15.1492,-173.397,28.67,4.6,mb,,111,1.994,1.33,us,us1000egv6,2018-06-02T16:40:24.040Z,"96km NNE of Hihifo, Tonga",earthquake,9.4,5.9,0.061,79,reviewed,us,us
2018-06-01T17:00:38.590Z,-20.056,-175.3369,99.17,4.9,mb,,92,5.193,1.38,us,us1000egua,2018-06-02T16:49:10.040Z,"107km WSW of Pangai, Tonga",earthquake,10.5,5.8,0.078,51,reviewed,us,us
2018-06-01T16:42:26.920Z,-5.7545,142.4155,10,4.8,mb,,74,8.185,0.45,us,us1000egt8,2018-06-01T19:15:36.040Z,"92km WSW of Porgera, Papua New Guinea",earthquake,9.2,1.9,0.056,100,reviewed,us,us
2018-06-01T13:31:18.210Z,9.4146,125.6188,58.55,4.5,mb,,154,2.33,0.78,us,us1000egk7,2018-06-01T14:14:12.088Z,"6km SE of Kitcharao, Philippines",earthquake,15,10.5,0.065,68,reviewed,us,us
2018-06-01T10:47:50.030Z,11.6766,143.3129,27.36,5.1,mb,,54,2.432,0.61,us,us1000eges,2018-06-01T11:03:26.040Z,"229km SW of Merizo Village, Guam",earthquake,8.6,4.7,0.058,98,reviewed,us,us
2018-06-01T10:21:38.700Z,7.3022,123.7386,570.48,5.2,mb,,49,1.84,0.87,us,us1000egdu,2018-06-02T16:43:18.040Z,"32km W of Litayan, Philippines",earthquake,9.9,6.5,0.069,69,reviewed,us,us
2018-06-01T10:06:47.410Z,17.1452,145.9312,191.82,4.7,mb,,77,1.898,0.78,us,us1000egdk,2018-06-01T10:26:17.040Z,"91km NNE of Anatahan, Northern Mariana Islands",earthquake,8.4,5,0.031,306,reviewed,us,us
2018-06-01T08:28:20.510Z,-12.7547,45.735,10,4.7,mb,,70,6.391,0.66,us,us1000egbj,2018-06-01T08:52:04.040Z,"49km E of Pamandzi, Mayotte",earthquake,10.6,1.9,0.104,28,reviewed,us,us
2018-06-01T07:15:58.840Z,-5.2718,132.432,27.02,4.7,mb,,93,2.344,0.54,us,us1000ega4,2018-06-01T07:49:34.040Z,"56km NW of Tual, Indonesia",earthquake,7,4.1,0.06,84,reviewed,us,us
2018-06-01T06:25:53.940Z,-30.2184,-179.1725,336.27,4.6,mb,,143,1.452,0.87,us,us1000eg8v,2018-06-01T07:01:38.040Z,"137km N of L'Esperance Rock, New Zealand",earthquake,12.9,7.6,0.091,36,reviewed,us,us
2018-06-01T05:44:11.560Z,-12.7725,45.6394,10,4.8,mb,,65,6.395,0.98,us,us1000ei55,2018-06-03T21:39:17.960Z,"38km E of Pamandzi, Mayotte",earthquake,6.3,1.9,0.1,31,reviewed,us,us
2018-06-01T04:52:30.860Z,-33.0634,-179.4018,10,5.6,mww,,59,4.01,1.07,us,us1000eg6j,2018-06-02T16:43:44.040Z,"186km SSW of L'Esperance Rock, New Zealand",earthquake,8.8,1.8,0.073,18,reviewed,us,us
2018-06-01T03:24:10.820Z,-12.9265,45.7963,10,4.7,mb,,88,6.211,0.56,us,us1000eg4x,2018-06-03T21:40:23.626Z,"57km ESE of Pamandzi, Mayotte",earthquake,3.8,1.9,0.076,53,reviewed,us,us
2018-06-01T02:23:01.770Z,-5.9749,130.4294,111.49,5.1,mb,,88,2.173,0.66,us,us1000eg3q,2018-06-01T02:40:46.040Z,"239km NNW of Saumlaki, Indonesia",earthquake,7.5,4.1,0.08,51,reviewed,us,us
2018-06-01T01:59:35.590Z,-32.2927,-179.1417,96.97,5.3,mb,,126,5.659,1.34,us,us1000eg37,2018-06-01T02:47:45.040Z,"98km SSW of L'Esperance Rock, New Zealand",earthquake,15.5,6.6,0.126,21,reviewed,us,us
2018-05-31T22:51:17.880Z,-22.3254,-175.9306,106.65,4.5,mb,,138,6.482,0.88,us,us1000eg0x,2018-06-10T01:15:51.040Z,"145km SSW of Vaini, Tonga",earthquake,8.7,10.8,0.077,49,reviewed,us,us
2018-05-31T21:22:23.930Z,54.3803,168.7368,34.52,4.5,mb,,127,3.6,0.59,us,us1000efx6,2018-06-11T22:03:36.040Z,"198km ESE of Nikol'skoye, Russia",earthquake,9.8,5.6,0.042,164,reviewed,us,us
2018-05-31T15:44:20.730Z,4.3003,126.6083,1.99,4.7,mb,,94,2.935,0.85,us,us1000efln,2018-06-01T15:08:22.040Z,"176km SE of Sarangani, Philippines",earthquake,7.6,4.7,0.053,107,reviewed,us,us
2018-05-31T11:39:45.440Z,42.3464,-29.2469,10,4.8,mb,,90,5.394,0.79,us,us1000efh3,2018-05-31T12:04:55.040Z,"Azores Islands region",earthquake,11.2,1.9,0.037,224,reviewed,us,us
2018-05-31T11:24:55.230Z,-5.0922,152.6536,51.49,4.7,mb,,116,1.019,0.53,us,us1000efgy,2018-05-31T11:45:27.040Z,"80km SSW of Taron, Papua New Guinea",earthquake,8.7,6.6,0.051,118,reviewed,us,us
2018-05-31T08:43:51.510Z,-12.8524,45.6811,10,4.7,mb,,84,6.308,0.75,us,us1000efef,2018-05-31T09:03:54.038Z,"43km E of Pamandzi, Mayotte",earthquake,10.8,1.9,0.087,40,reviewed,us,us
2018-05-31T07:27:57.330Z,45.1836,150.0085,96.32,4.5,mb,,184,5.346,0.78,us,us1000efcp,2018-05-31T07:44:45.040Z,"167km E of Kuril'sk, Russia",earthquake,13,11.1,0.083,43,reviewed,us,us
2018-05-31T03:02:10.280Z,6.7588,-72.9575,152.38,5.2,mb,,60,2.335,0.96,us,us1000efau,2018-06-02T16:59:15.040Z,"10km NE of Aratoca, Colombia",earthquake,8.2,6.8,0.022,704,reviewed,us,us
2018-05-31T01:10:14.280Z,-12.9119,45.7582,10,4.8,mb,,107,6.233,0.78,us,us1000efa1,2018-05-31T13:52:49.427Z,"53km ESE of Pamandzi, Mayotte",earthquake,9,1.9,0.148,14,reviewed,us,us
2018-05-31T01:03:16.140Z,22.7983,121.3689,10,4.6,mwr,,149,0.267,0.97,us,us1000ef9z,2018-05-31T01:22:01.040Z,"23km E of Taitung City, Taiwan",earthquake,4.3,1.9,0.083,14,reviewed,us,us
2018-05-30T20:53:50.840Z,19.4108333,-155.2858333,-0.05,5.3,mw,33,28,0.006988,0.13,hv,hv70210622,2018-06-06T08:58:49.404Z,"6km WSW of Volcano, Hawaii",volcanic eruption,0.17,0.19,,7,reviewed,hv,hv
2018-05-30T19:11:21.710Z,-13.0667,45.2306,10,4.7,mb,,111,6.221,1.46,us,us1000ef14,2018-05-30T20:52:36.040Z,"17km SSE of Chirongui, Mayotte",earthquake,12.7,1.9,0.115,23,reviewed,us,us
2018-05-30T16:21:35.840Z,-12.7828,45.6282,10,4.6,mb,,61,5.947,1.12,us,us1000eevk,2018-06-06T02:52:44.040Z,"37km E of Pamandzi, Mayotte",earthquake,6.3,1.7,0.125,19,reviewed,us,us
2018-05-30T11:51:07.370Z,-20.0681,169.9984,22.38,5.2,mww,,69,2.681,0.96,us,us1000eemf,2018-06-02T17:06:26.960Z,"95km SE of Isangel, Vanuatu",earthquake,8.8,5.1,0.075,17,reviewed,us,us
2018-05-30T10:46:40.080Z,17.9695,120.6323,52.84,4.6,mb,,128,4.841,0.52,us,us1000eeli,2018-05-30T11:22:04.726Z,"2km WSW of Espiritu, Philippines",earthquake,10.3,7.9,0.06,83,reviewed,us,us
2018-05-30T10:30:43.290Z,76.299,-1.9793,10,5.2,mww,,40,3.978,0.84,us,us1000eel6,2018-06-02T17:12:43.040Z,"Greenland Sea",earthquake,7.3,1.8,0.073,18,reviewed,us,us
2018-05-30T09:15:29.140Z,-15.9429,173.4737,15.43,4.9,mb,,60,4.736,1.03,us,us1000eeis,2018-05-30T09:34:01.040Z,"Fiji region",earthquake,7.5,4.5,0.056,100,reviewed,us,us
2018-05-30T05:54:03.530Z,-12.8618,45.6396,10,5,mb,,65,9.062,0.77,us,us1000eeg8,2018-06-04T19:19:28.802Z,"39km E of Pamandzi, Mayotte",earthquake,6.5,1.9,0.082,48,reviewed,us,us
2018-05-30T05:52:43.770Z,-12.9031,45.6351,10,4.6,mb,,89,6.27,0.86,us,us1000eeg9,2018-05-30T06:35:32.040Z,"40km ESE of Pamandzi, Mayotte",earthquake,10.5,1.9,0.128,18,reviewed,us,us
2018-05-30T03:29:16.530Z,18.5579,145.7652,138.02,4.6,mb,,80,3.298,0.78,us,us1000eef7,2018-05-30T04:40:55.040Z,"25km SSE of Agrihan, Northern Mariana Islands",earthquake,8.8,7.9,0.045,147,reviewed,us,us
2018-05-30T02:32:49.010Z,-15.6851,167.7482,118.84,5.4,mww,,37,5.087,1.1,us,us1000eeei,2018-06-06T00:17:48.040Z,"57km NE of Norsup, Vanuatu",earthquake,5.4,4.2,0.052,36,reviewed,us,us
2018-05-30T01:23:26.590Z,-12.905,45.648,10,4.6,mb,,96,6.265,1.21,us,us1000egpl,2018-06-06T00:10:53.040Z,"41km ESE of Pamandzi, Mayotte",earthquake,11,1.9,0.194,8,reviewed,us,us
2018-05-29T19:31:59.680Z,15.7394,146.1626,66.61,4.6,mb,,73,0.612,0.84,us,us1000eeb3,2018-05-30T21:02:47.647Z,"72km NE of Saipan, Northern Mariana Islands",earthquake,6.3,4.9,0.055,97,reviewed,us,us
2018-05-29T17:21:38.780Z,28.9896,142.4896,22.29,4.6,mb,,137,1.905,0.64,us,us1000ee52,2018-06-02T18:08:57.452Z,"212km N of Chichi-shima, Japan",earthquake,8,5.2,0.059,84,reviewed,us,us
2018-05-29T15:53:34.660Z,-12.8468,45.5505,10,4.7,mb,,64,5.905,0.97,us,us1000egme,2018-06-06T16:57:07.040Z,"29km ESE of Pamandzi, Mayotte",earthquake,7.8,1.9,0.196,8,reviewed,us,us
2018-05-29T15:12:05.800Z,-6.805,132.4116,34.65,4.6,mb,,97,1.608,0.51,us,us1000ee1r,2018-06-06T16:06:53.040Z,"131km SSW of Tual, Indonesia",earthquake,7.9,6.2,0.126,19,reviewed,us,us
2018-05-29T11:56:11.590Z,19.412,-155.2838333,-0.15,5.3,mw,38,29,0.005638,0.13,hv,hv70204492,2018-06-06T09:01:34.237Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.16,0.11,,11,reviewed,hv,hv
2018-05-29T03:21:56.570Z,1.3779,97.1033,23.44,5.2,mb,,118,0.477,0.83,us,us1000edqv,2018-06-02T17:19:30.040Z,"146km SSE of Sinabang, Indonesia",earthquake,8.8,4.8,0.073,61,reviewed,us,us
2018-05-29T02:40:16.250Z,-5.3203,153.2813,21.48,4.6,mb,,85,1.58,0.74,us,us1000edqj,2018-05-29T03:10:33.040Z,"98km SSE of Taron, Papua New Guinea",earthquake,7.9,8,0.112,24,reviewed,us,us
2018-05-29T01:30:05.180Z,-27.2933,-176.5481,52.54,5.2,mb,,49,2.294,1.26,us,us1000edpq,2018-05-29T01:53:44.040Z,"255km NNE of Raoul Island, New Zealand",earthquake,11.5,5.6,0.048,145,reviewed,us,us
